,Year,Kilometers_Driven,Owner_Type,Seats,Mileage(km/kg),Engine(CC),Power(bhp),Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
969,2013,55000,2,5.0,16.95,1498.0,97.7,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3084,2015,107000,1,5.0,20.85,1197.0,83.14,0,0,0,0,0,0,0,1,0,0,0,0,1,1
712,2018,25433,1,5.0,27.39,1248.0,74.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1400,2013,47234,1,8.0,12.99,2494.0,100.6,0,0,0,0,0,0,0,0,1,0,1,0,0,1
827,2012,47346,1,5.0,16.55,1968.0,147.51,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4299,2014,68365,1,5.0,26.6,998.0,58.16,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5563,2013,38000,1,5.0,16.46,2993.0,258.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3994,2012,52818,1,5.0,16.47,1198.0,73.9,0,0,0,0,0,0,1,0,0,0,0,0,1,1
900,2015,80000,1,5.0,22.77,1498.0,98.59,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2846,2008,80000,2,5.0,13.2,1495.0,94.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1268,2012,44450,1,5.0,22.48,1995.0,190.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4232,2006,103000,1,5.0,10.13,3498.0,364.9,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5548,2012,97000,1,5.0,23.2,1248.0,73.94,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2911,2008,66000,1,5.0,19.7,796.0,46.3,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2887,2014,71000,1,5.0,25.2,1248.0,74.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
247,2011,35000,3,5.0,19.7,796.0,35.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2787,2009,103905,1,5.0,22.69,1995.0,190.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4590,2016,21000,1,5.0,18.9,1197.0,82.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
600,2013,37500,1,5.0,18.88,1995.0,184.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4927,2015,30158,1,5.0,21.1,814.0,55.2,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2995,2017,53000,1,5.0,27.28,1047.0,69.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
87,2016,18949,1,5.0,17.8,1198.0,86.7,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4671,2010,242000,1,7.0,11.5,2982.0,171.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
620,2016,19658,1,5.0,18.12,1995.0,190.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3678,2015,49818,1,5.0,21.5,1197.0,81.8,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2065,2018,21684,1,5.0,21.4,1197.0,83.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2618,2014,41994,1,5.0,22.5,998.0,67.04,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1188,2003,80000,3,5.0,12.8,1489.0,35.5,0,1,0,0,0,0,0,0,0,0,1,0,0,1
238,2017,33000,1,5.0,24.0,1120.0,70.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
609,2014,107825,1,7.0,13.0,2982.0,168.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5457,2013,40714,2,5.0,18.12,1995.0,190.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3684,2010,128000,2,5.0,14.42,1995.0,147.6,0,0,0,0,0,0,0,0,0,1,1,0,0,1
893,2014,28000,1,5.0,16.93,1197.0,103.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5738,2015,55000,1,5.0,26.6,998.0,58.16,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4155,2017,27509,1,5.0,22.7,799.0,53.64,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3564,2016,39753,1,5.0,13.0,2143.0,201.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2464,2017,20969,1,5.0,17.9,2143.0,136.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2312,2011,65423,1,5.0,20.36,1197.0,78.9,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1361,2010,48105,1,5.0,19.7,796.0,46.3,0,0,1,0,0,0,0,0,0,0,0,0,1,1
586,2015,73000,1,7.0,16.0,2179.0,140.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2789,2013,69000,1,5.0,23.4,1248.0,74.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3642,2014,30000,1,5.0,17.9,2143.0,136.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3701,2013,59000,1,5.0,20.36,1197.0,78.9,0,0,0,0,1,0,0,0,0,0,0,0,1,1
897,2014,64889,1,5.0,15.5,1896.0,105.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4735,2015,54680,1,5.0,21.1,814.0,55.2,0,0,0,0,0,1,0,0,0,0,0,0,1,1
606,2013,127000,2,5.0,16.8,1497.0,116.3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2228,2015,52513,1,5.0,18.0,1198.0,86.7,0,0,0,1,0,0,0,0,0,0,0,0,1,1
958,2005,67000,2,5.0,11.3,1794.0,125.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3093,2013,82000,1,5.0,13.7,1798.0,157.75,0,0,0,1,0,0,0,0,0,0,0,0,1,0
219,2015,46173,2,5.0,19.01,1461.0,108.5,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5568,2018,40175,2,5.0,22.54,1396.0,88.73,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2492,2014,79000,1,7.0,12.55,2982.0,168.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3097,2015,47001,1,5.0,20.0,1196.0,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1887,2016,98000,1,7.0,15.4,1997.0,120.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2900,2014,35000,1,5.0,19.4,1198.0,86.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4086,2009,57000,1,5.0,19.81,1086.0,68.05,0,0,0,0,0,1,0,0,0,0,0,0,1,1
5773,2012,33000,1,5.0,14.74,1991.0,184.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1648,2013,21000,1,5.0,16.95,1197.0,78.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1438,2014,45000,1,5.0,22.1,1248.0,74.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1832,2012,100000,1,5.0,18.5,1197.0,82.85,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1889,2008,65000,1,5.0,19.7,796.0,46.3,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2373,2012,53000,2,5.0,19.2,1086.0,68.05,0,0,0,0,0,1,0,0,0,0,0,1,0,1
706,2017,32000,1,5.0,15.0,1248.0,88.5,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1138,2011,58000,1,5.0,15.04,1598.0,103.6,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3334,2008,80931,1,5.0,17.92,1086.0,62.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
203,2013,45000,1,5.0,27.4,1498.0,98.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2077,2012,86000,2,7.0,13.01,2199.0,194.3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2857,2017,18000,1,8.0,11.36,2755.0,171.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
211,2017,10500,1,5.0,14.3,1598.0,103.52,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3546,2008,62000,3,5.0,18.0,995.0,62.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2060,2015,83950,1,5.0,19.67,1582.0,126.2,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4359,2017,39867,1,5.0,22.5,998.0,67.04,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1945,2011,68465,1,5.0,15.6,1196.0,70.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
5377,2016,35000,1,5.0,24.07,998.0,67.1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3864,2014,100000,1,5.0,23.08,1461.0,63.1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
585,2016,25000,1,5.0,21.5,1498.0,108.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4084,2016,44340,1,5.0,16.96,1968.0,138.03,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1477,2017,28226,1,5.0,28.4,1248.0,73.75,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5260,2010,45252,1,5.0,18.9,1197.0,81.86,0,0,0,0,0,0,0,0,0,1,0,0,1,1
125,2015,55000,1,5.0,21.21,1498.0,103.2,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1974,2014,73557,1,5.0,19.6,1461.0,108.45,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2762,2013,66930,1,5.0,17.1,1591.0,121.3,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1619,2013,53959,1,5.0,19.4,1198.0,86.8,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4998,2016,30534,1,5.0,19.0,1199.0,88.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1559,2014,82621,1,5.0,20.14,1498.0,88.8,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2124,2017,35000,1,7.0,18.0,2993.0,255.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
141,2013,83000,1,5.0,21.14,1498.0,103.52,0,1,0,0,0,0,0,0,0,0,1,0,0,1
5111,2010,62000,1,5.0,20.36,1197.0,78.9,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4141,2015,63000,1,5.0,13.22,2967.0,241.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0
698,2012,40700,1,5.0,25.44,936.0,57.6,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4611,2018,24000,1,5.0,19.69,1198.0,67.04,0,0,0,0,0,0,0,0,0,1,0,0,1,1
5373,2016,26000,1,5.0,25.17,799.0,53.3,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1357,2016,35659,1,7.0,15.97,2993.0,258.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2027,2011,105000,2,5.0,16.55,1968.0,140.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1706,2012,88000,1,7.0,16.0,2179.0,140.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1113,2013,116694,1,7.0,15.1,2179.0,140.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
940,2012,96000,1,5.0,21.1,1248.0,73.9,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2864,2010,76000,1,5.0,18.8,1248.0,90.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1758,2014,83558,1,5.0,22.32,1582.0,126.32,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1989,2012,60000,1,5.0,21.1,814.0,55.2,0,0,0,0,0,0,0,1,0,0,0,0,1,1
296,2014,77815,1,5.0,23.1,998.0,67.04,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3596,2014,74885,1,5.0,25.8,1498.0,98.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3014,2015,41057,1,5.0,13.0,2143.0,201.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4867,2007,120000,1,5.0,16.73,1995.0,218.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1732,2017,19623,1,5.0,15.29,1591.0,121.3,0,0,1,0,0,0,0,0,0,0,0,0,1,1
357,2015,74000,2,5.0,11.07,2496.0,179.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0
746,2018,36797,1,5.0,19.27,2143.0,167.62,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5520,2015,24296,1,5.0,20.85,1197.0,83.14,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4186,2018,20000,1,5.0,17.0,1198.0,74.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2600,2017,40459,1,5.0,19.67,1582.0,126.2,0,0,0,0,0,0,1,0,0,0,1,0,0,1
5837,2011,55001,1,5.0,16.47,1198.0,73.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3090,2012,150000,3,5.0,28.4,1248.0,73.75,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2877,2016,41000,1,5.0,19.69,1198.0,67.04,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3389,2013,40000,2,5.0,22.7,1582.0,126.24,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3814,2014,45000,1,5.0,22.7,1582.0,126.24,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2660,2016,31000,1,5.0,23.9,1582.0,126.2,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2866,2016,59711,1,7.0,15.1,2179.0,140.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3911,2012,52000,1,5.0,16.09,1995.0,184.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4388,2016,51681,1,8.0,19.98,1461.0,108.5,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3141,2012,60908,2,5.0,15.6,1497.0,116.3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3746,2011,70000,2,8.0,12.05,2179.0,120.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
795,2011,47000,2,5.0,14.21,2143.0,203.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1588,2006,27076,1,5.0,13.8,1299.0,70.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2533,2010,57000,1,4.0,26.0,624.0,35.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2832,2008,68333,2,5.0,11.0,2987.0,198.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4367,2014,65000,1,5.0,24.4,1120.0,71.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4699,2009,110000,1,5.0,11.7,2993.0,245.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1300,2016,54317,1,5.0,17.4,1497.0,117.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2786,2012,50619,1,5.0,18.0,995.0,62.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
724,2015,18955,1,5.0,18.0,1497.0,117.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1522,2011,95000,2,5.0,18.33,1968.0,167.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1241,2013,37000,1,5.0,16.47,1198.0,73.9,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1545,2013,63000,1,7.0,15.96,2523.0,62.1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3463,2012,63000,1,5.0,17.05,1995.0,184.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4980,2015,63776,1,5.0,24.0,1120.0,70.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4116,2015,63000,2,5.0,19.72,1461.0,108.45,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5497,2012,42000,1,5.0,17.0,1497.0,118.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1791,2009,73204,3,4.0,18.1,1991.0,147.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0
754,2007,112808,2,5.0,17.8,1399.0,68.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
653,2007,39037,1,5.0,14.84,2143.0,170.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4906,2006,44000,1,5.0,17.7,1497.0,78.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
336,2012,80000,1,5.0,22.32,1582.0,126.32,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3179,2006,147350,2,8.0,12.99,2494.0,100.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2242,2013,51000,2,5.0,20.58,1995.0,143.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3381,2014,69565,1,5.0,22.7,1498.0,89.84,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2385,2013,64466,1,5.0,19.81,1086.0,68.05,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4274,2008,138000,1,5.0,18.2,1061.0,64.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2035,2016,37429,1,5.0,18.9,1197.0,81.86,0,0,1,0,0,0,0,0,0,0,0,0,1,1
427,2014,20600,1,5.0,21.1,814.0,55.2,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1304,2015,40500,1,5.0,28.09,1248.0,88.5,0,0,0,0,0,1,0,0,0,0,1,0,0,1
5270,2013,46992,1,5.0,25.8,1498.0,98.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4020,2014,20364,2,5.0,17.21,1197.0,103.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4150,2014,52000,1,5.0,21.14,1498.0,103.6,1,0,0,0,0,0,0,0,0,0,1,0,0,1
88,2014,107000,1,7.0,13.0,2982.0,168.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1517,2012,42000,3,5.0,18.6,1197.0,85.8,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2962,2019,25899,1,5.0,12.63,2179.0,147.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5717,2014,36967,1,5.0,20.92,998.0,67.1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3192,2014,63288,1,7.0,15.1,2179.0,140.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4468,2011,36000,1,5.0,18.5,1197.0,80.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2457,2003,101000,3,5.0,17.3,1061.0,64.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2971,2016,50000,1,5.0,25.4,1186.0,73.97,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2465,2018,2900,1,5.0,24.3,1248.0,88.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4967,2014,44999,1,5.0,12.8,1968.0,167.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0
642,2008,170000,2,5.0,16.8,1493.0,110.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1766,2016,50867,1,5.0,20.34,1498.0,103.2,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3367,2016,67000,1,5.0,26.0,1498.0,98.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
902,2017,6006,1,5.0,20.73,1373.0,91.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1846,2014,60336,2,5.0,14.4,2967.0,241.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5572,2015,76362,1,5.0,24.0,1120.0,70.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1203,2014,40748,1,5.0,14.53,1798.0,138.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
648,2014,49500,1,5.0,20.73,1373.0,91.1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4609,2009,60000,3,5.0,13.9,1599.0,103.2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
599,2016,21558,1,5.0,24.3,1248.0,88.5,0,0,0,0,0,0,0,0,0,1,1,0,0,1
921,2017,39528,1,6.0,25.32,1198.0,77.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2136,2016,46936,1,5.0,13.0,2143.0,204.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5795,2018,27000,1,5.0,28.4,1248.0,73.75,0,0,0,0,0,0,0,0,0,1,1,0,0,1
685,2014,120000,1,5.0,0.0,2987.0,165.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1401,2009,231673,1,5.0,17.0,1497.0,118.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
722,2014,60000,2,5.0,20.7,1496.0,113.98,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4978,2016,50000,1,5.0,17.9,2143.0,201.15,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4386,2010,193254,1,7.0,11.5,2982.0,171.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3001,2013,74290,1,5.0,21.43,1364.0,87.2,0,0,0,0,0,0,1,0,0,0,1,0,0,1
5235,2014,75180,1,5.0,22.9,1248.0,74.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
831,2014,23000,1,7.0,24.5,1498.0,98.6,0,1,0,0,0,0,0,0,0,0,1,0,0,1
5841,2013,102486,1,5.0,19.87,1461.0,83.8,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1595,2013,46000,1,7.0,12.0,2987.0,224.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3549,2015,62476,1,5.0,26.59,1248.0,74.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3600,2012,51800,1,5.0,15.5,1586.0,103.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3423,2017,61795,1,5.0,17.8,1198.0,86.7,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2295,2008,50135,1,5.0,15.8,2148.0,170.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3300,2012,31500,1,5.0,16.5,1198.0,86.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2936,2011,80000,1,7.0,13.93,2179.0,138.03,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1666,2016,11000,1,5.0,18.5,1197.0,85.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1124,2017,20000,1,5.0,18.9,1197.0,81.86,0,0,0,0,1,0,0,0,0,0,0,0,1,1
768,2018,19500,1,5.0,18.6,1197.0,81.83,0,0,0,0,0,0,0,0,1,0,0,0,1,1
284,2010,74000,1,5.0,20.36,1197.0,78.9,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1478,2014,95000,1,5.0,21.64,1461.0,84.8,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3299,2014,58002,1,5.0,19.64,1461.0,108.45,0,0,0,0,0,0,0,0,1,0,1,0,0,1
5661,2006,200000,2,5.0,16.8,1493.0,110.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
457,2012,64284,1,5.0,17.72,1968.0,108.49,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1267,2014,57456,1,5.0,17.68,1968.0,174.33,0,0,0,0,0,0,1,0,0,0,1,0,0,0
16,2016,58950,1,5.0,25.8,1498.0,98.6,0,0,0,0,0,0,1,0,0,0,1,0,0,1
405,2015,20800,2,5.0,21.1,814.0,55.2,0,0,0,0,0,0,0,1,0,0,0,0,1,1
5163,2012,18000,1,4.0,13.6,1598.0,181.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2829,2008,95291,1,5.0,17.92,1086.0,62.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4353,2014,61730,1,5.0,12.39,2179.0,147.51,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4098,2015,83000,1,7.0,16.0,2179.0,140.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3131,2015,26000,1,7.0,17.3,1497.0,117.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1
5442,2016,67376,1,7.0,24.5,1498.0,98.6,0,0,0,0,0,0,1,0,0,0,1,0,0,1
888,2010,130000,1,5.0,19.3,1248.0,73.9,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3966,2016,6000,1,5.0,18.6,1197.0,81.83,0,0,0,0,0,0,0,0,1,0,0,0,1,1
5664,2019,21214,1,5.0,15.41,1598.0,103.52,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4456,2008,160000,1,6.0,10.5,2835.0,107.2,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3100,2018,23875,1,5.0,13.0,1591.0,121.3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
339,2017,30000,1,5.0,24.07,998.0,67.1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2851,2015,42000,2,5.0,18.0,1198.0,86.7,0,0,0,0,0,1,0,0,0,0,0,0,1,1
5663,2013,69140,1,5.0,20.46,1461.0,83.8,0,0,0,0,0,0,1,0,0,0,1,0,0,1
5040,2014,135670,1,5.0,22.7,1498.0,89.84,0,0,0,0,1,0,0,0,0,0,1,0,0,1
214,2014,64000,2,5.0,25.8,1498.0,98.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3590,2014,55300,1,5.0,19.87,1461.0,83.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4540,2010,75000,2,5.0,17.92,1086.0,62.1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2758,2015,100073,2,5.0,25.0,1396.0,69.01,0,1,0,0,0,0,0,0,0,0,1,0,0,1
671,2016,22732,1,2.0,18.1,3498.0,306.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
773,2011,75020,1,5.0,22.07,1199.0,73.9,0,0,0,0,1,0,0,0,0,0,1,0,0,1
801,2014,58500,1,5.0,22.74,796.0,47.3,0,0,0,0,1,0,0,0,0,0,0,0,1,1
848,2018,41736,1,7.0,11.36,2755.0,171.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1020,2018,18385,1,5.0,14.8,1497.0,121.36,0,0,1,0,0,0,0,0,0,0,0,0,1,0
461,2015,67000,2,5.0,19.87,1461.0,83.8,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3085,2017,48198,1,5.0,17.57,1193.0,88.7,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1299,2016,20002,1,7.0,14.75,2967.0,245.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
472,2004,78000,1,5.0,12.0,2354.0,187.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4561,2012,49700,2,5.0,21.9,1396.0,88.76,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2245,2017,36458,1,5.0,15.29,1591.0,121.3,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1513,2012,68000,1,7.0,12.8,2494.0,102.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
745,2016,50000,1,8.0,12.8,2494.0,102.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3691,2011,68128,1,5.0,21.1,814.0,55.2,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2041,2013,71336,1,5.0,20.0,1399.0,68.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3282,2016,21000,1,5.0,18.9,1197.0,82.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2586,2008,41000,2,5.0,10.4,2773.0,201.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1045,2016,68000,1,7.0,10.91,3198.0,197.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
521,2015,41950,1,5.0,18.0,1497.0,117.3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4800,2017,22000,1,5.0,12.83,2179.0,147.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1972,2012,43000,2,7.0,11.72,2199.0,194.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
805,2014,25000,1,5.0,20.51,998.0,67.04,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4785,2013,75000,1,5.0,20.54,1598.0,103.6,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3744,2012,32542,1,5.0,17.0,1591.0,121.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2872,2015,83000,1,5.0,19.09,1405.0,69.01,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4297,2005,13002,1,5.0,9.3,2771.0,193.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
